Id,title,last_reform_date,source,file,jurisdiction
8.00287,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 20/2017, así como los Votos Particular del señor 
Ministro José Fernando Franco González Salas, Concurrente y Particular del señor 
Ministro Luis María Aguilar Morales y Concurrente del señor Ministro Presidente 
Arturo Zaldívar Lelo de Larrea.
 
				
				-----
				
				
				Nota: Declara la invalidez de 
				artículos de 
				la Ley 
				General de Asentamientos Humanos, Ordenamiento Territorial y 
				Desarrollo Urbano, con efectos sólo entre las 
				partes.",20/04/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/287controv_20abr22.doc,8.00287.txt,MX
8.00286,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 18/2017, así como los Votos Particular del señor 
Ministro José Fernando Franco González Salas, Concurrente y Particular del señor 
Ministro Luis María Aguilar Morales y Concurrente del señor Ministro Presidente 
Arturo Zaldívar Lelo de Larrea.
 
				
				-----
				
				
				Nota: Declara la invalidez de 
				artículos de 
				la Ley 
				General de Asentamientos Humanos, Ordenamiento Territorial y 
				Desarrollo Urbano, con efectos sólo entre las 
				partes.",19/04/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/286controv_19abr22.doc,8.00286.txt,MX
8.00285,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 95/2016, así como los Votos Concurrentes de los 
señores Ministros José Fernando Franco González Salas y Presidente Arturo 
Zaldívar Lelo de Larrea.",05/04/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/285controv_05abr22.doc,8.00285.txt,MX
8.00284,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 23/2020, así como el Voto Particular del señor 
Ministro Juan Luis González Alcántara Carrancá.",04/04/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/284controv_04abr22.doc,8.00284.txt,MX
8.00283,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 94/2016, así como los Votos Concurrentes de los 
señores Ministros José Fernando Franco González Salas y Presidente Arturo 
Zaldívar Lelo de Larrea.",01/04/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/283controv_01abr22.doc,8.00283.txt,MX
8.00282,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 63/2016, así como los Votos Particulares de la 
señora Ministra Yasmín Esquivel Mossa y del señor Ministro Presidente Arturo 
Zaldívar Lelo de Larrea.",30/03/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/282controv_30mar22.doc,8.00282.txt,MX
8.00281,"SENTENCIA 
dictada por el Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 121/2012, así como los Votos Concurrente de la 
señora Ministra Norma Lucía Piña Hernández, Concurrente y Particular del señor 
Ministro Juan Luis González Alcántara Carrancá, y Particular y Concurrente del 
señor Ministro Luis María Aguilar Morales.",25/03/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/281controv_25mar22.doc,8.00281.txt,MX
8.00280,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 184/2020, así como los Votos Concurrentes de los 
señores Ministros Jorge Mario Pardo Rebolledo y Presidente Arturo Zaldívar Lelo 
de Larrea.",18/03/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/280controv_18mar22.doc,8.00280.txt,MX
8.00279,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 17/2018, así como los Votos Particular y Concurrente 
de la señora Ministra Ana Margarita Ríos Farjat y Particulares de los señores 
Ministros José Fernando Franco González Salas y Presidente Arturo Zaldívar Lelo 
de Larrea.",17/03/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/279controv_17mar22.doc,8.00279.txt,MX
8.00278,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 175/2018, así como el Voto Concurrente del señor 
Ministro Juan Luis González Alcántara Carrancá.",17/02/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/278controv_17feb22.doc,8.00278.txt,MX
8.00277,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 19/2017, así como los Votos Particular del señor 
Ministro José Fernando Franco González Salas, Concurrente y Particular del señor 
Ministro Luis María Aguilar Morales y Concurrente del señor Ministro Presidente 
Arturo Zaldívar Lelo de Larrea.
 
				
				-----
				
				
				Nota: Declara la invalidez de 
				artículos de 
				la Ley 
				General de Asentamientos Humanos, Ordenamiento Territorial y 
				Desarrollo Urbano, con efectos sólo entre las 
				partes.",14/02/2022,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/277controv_14feb22.doc,8.00277.txt,MX
8.00276,"SENTENCIA 
dictada por el 
Tribunal Pleno 
de la Suprema Corte de Justicia de la Nación en la Controversia Constitucional 
223/2019, así como los Votos Concurrentes de los señores Ministros Juan Luis 
González Alcántara Carrancá y José Fernando Franco González Salas.",23/12/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/276controv_23dic21.doc,8.00276.txt,MX
8.00275,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 91/2017, así como el Voto Particular de la señora 
Ministra Ana Margarita Ríos Farjat.",13/12/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/275controv_13dic21.doc,8.00275.txt,MX
8.00274,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 210/2019, así como el Voto Particular de la señora 
Ministra Ana Margarita Ríos Farjat.",09/12/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/274controv_09dic21.doc,8.00274.txt,MX
8.00273,"SENTENCIA 
dictada por el 
Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Controversia 
Constitucional 195/2020.",24/11/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/273controv_24nov21.doc,8.00273.txt,MX
8.00272,"SENTENCIA 
dictada por la 
Segunda Sala de la Suprema Corte de Justicia de la Nación en la Controversia 
Constitucional 89/2020, así como el Voto Particular de la señora Ministra Yasmín 
Esquivel Mossa.",01/11/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/272controv_01nov21.doc,8.00272.txt,MX
8.00271,"SENTENCIA dictada por 
el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 121/2020, así como el Voto Particular y Concurrente 
del señor Ministro Jorge Mario Pardo Rebolledo.",14/09/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/271controv_14sep21.doc,8.00271.txt,MX
8.00270,"SENTENCIA 
dictada por el 
Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Controversia 
Constitucional 282/2019, así como el Voto de Minoría de la señora Ministra 
Yasmín Esquivel Mossa y de los señores Ministros José Fernando Franco González 
Salas y Presidente Arturo Zaldívar Lelo de Larrea.",20/08/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/270controv_20ago21.doc,8.00270.txt,MX
8.00269,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 168/2017, así como el Voto Particular del señor 
Ministro Luis María Aguilar Morales.",11/08/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/269controv_11ago21.doc,8.00269.txt,MX
8.00268,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 207/2017, así como los Votos de Minoría de la señora 
Ministra Yasmín Esquivel Mossa y del señor Ministro Presidente Arturo Zaldívar 
Lelo de Larrea, Concurrente del señor Ministro José Fernando Franco González 
Salas, y Particular y Concurrente del señor Ministro Jorge Mario Pardo Rebolledo.",02/08/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/268controv_02ago21.doc,8.00268.txt,MX
8.00267,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 20/2020.",19/07/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/267controv_19jul21.doc,8.00267.txt,MX
8.00266,"SENTENCIA dictada por 
el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 32/2015, así como el Voto Concurrente y Particular 
del señor Ministro 
Alfredo 
Gutiérrez Ortiz Mena.",16/07/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/266controv_16jul21.doc,8.00266.txt,MX
8.00265,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 141/2019, así como los Votos Particular de la señora 
Ministra Ana Margarita Ríos Farjat, Concurrentes de los señores Ministros Luis 
María Aguilar Morales y José Fernando Franco González Salas, Concurrente y 
Particular del señor Ministro Presidente Arturo Zaldívar Lelo de Larrea, y de 
Minoría de la señora Ministra Yasmín Esquivel Mossa y de los señores Ministros 
José Fernando Franco González Salas y Presidente Arturo Zaldívar Lelo de Larrea.",08/07/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/265controv_08jul21.doc,8.00265.txt,MX
8.00264,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 169/2017, así como los Votos Particular y 
Concurrente de la señora Ministra Yasmín Esquivel Mossa y Aclaratorio del señor 
Ministro Jorge Mario Pardo Rebolledo.",25/06/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/264controv_25jun21.doc,8.00264.txt,MX
8.00263,"SENTENCIA 
dictada por el 
Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la Controversia 
Constitucional 165/2018, así como los Votos de Minoría de la señora Ministra 
Yasmín Esquivel Mossa y del señor Ministro Presidente Arturo Zaldívar Lelo de 
Larrea, y Particular del señor Ministro Jorge Mario Pardo Rebolledo.",21/06/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/263controv_21jun21.doc,8.00263.txt,MX
8.00262,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 271/2017.",18/06/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/262controv_18un21.doc,8.00262.txt,MX
8.00261,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 45/2017, así como los Votos de Minoría de la señora 
Ministra Ana Margarita Ríos Farjat y de los señores Ministros Alfredo Gutiérrez 
Ortiz Mena y Alberto Pérez Dayán, de Minoría de la señora Ministra Norma Lucía 
Piña Hernández y del señor Ministro Presidente Arturo Zaldívar Lelo de Larrea, 
Concurrentes de la señora Ministra Norma Lucía Piña Hernández y del señor 
Ministro Juan Luis González Alcántara Carrancá y Aclaratorio del señor Ministro 
Jorge Mario Pardo Rebolledo.",15/06/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/261controv_15jun21.doc,8.00261.txt,MX
8.00260,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 38/2019, así como los Votos 
Concurrente del señor Ministro Alfredo Gutiérrez Ortiz Mena, Particular y 
Concurrente del señor Ministro Jorge Mario Pardo Rebolledo y Particular del 
señor Ministro Presidente Arturo Zaldívar Lelo de Larrea.",07/05/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/260controv_07may21.doc,8.00260.txt,MX
8.00259,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 28/2019, así como el Voto 
Concurrente del señor Ministro Alfredo Gutiérrez Ortiz Mena, Voto Particular del 
señor Ministro Presidente Arturo Zaldívar Lelo de Larrea y el Voto Particular y 
Concurrente del señor Ministro Jorge Mario Pardo Rebolledo.",07/05/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/259controv_07may21.doc,8.00259.txt,MX
8.00258,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación, en la Controversia Constitucional 132/2017, así como los Votos 
Concurrente del señor Ministro Alfredo Gutiérrez Ortiz Mena y Particulares de la 
señora Ministra Yasmín Esquivel Mossa y del señor Ministro Presidente Arturo 
Zaldívar Lelo de Larrea.",06/05/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/258controv_06may21.doc,8.00258.txt,MX
8.00257,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte de Justicia de la Nación en la 
Controversia Constitucional 39/2019, así como el Voto Concurrente formulado por 
el señor Ministro 

Alfredo Gutiérrez Ortiz Mena, Voto 
Particular del 
señor Ministro Presidente 

Arturo Zaldívar Lelo de Larrea, y el Voto Particular y Concurrente del señor 
Ministro 
Jorge Mario Pardo Rebolledo.",29/04/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/257controv_29abr21.doc,8.00257.txt,MX
8.00256,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 109/2019, así como los Votos 
Concurrentes del señor Ministro Juan Luis González Alcántara Carrancá y la 
señora Ministra Yasmín Esquivel Mossa.",23/04/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/256controv_23abr21.doc,8.00256.txt,MX
8.00255,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 44/2018, así como los Votos 
Concurrentes de los señores Ministros Juan Luis González Alcántara Carrancá y 
Arturo Zaldívar Lelo de Larrea.",02/04/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/255controv_02abr21.doc,8.00255.txt,MX
8.00254,"SENTENCIA dictada por el Tribunal Pleno de la 
Suprema Corte de 
Justicia de la Nación en la Controversia Constitucional 206/2017.",31/03/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/254controv_31mar21.doc,8.00254.txt,MX
8.00253,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia 
de la Nación en la 
Controversia Constitucional 99/2016, así como los 
Votos Concurrentes formulados por los Ministros José Fernando Franco González 
Salas, Luis María Aguilar Morales y Jorge Mario Pardo Rebolledo y Votos 
Particulares de la señora y señor Ministros Yasmín Esquivel Mossa y Presidente 
Arturo Zaldívar Lelo de Larrea.",25/03/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/253controv_25mar21.doc,8.00253.txt,MX
8.00252,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 97/2017, así como los Votos 
Concurrentes formulados por los señores Ministros Luis María Aguilar Morales, 
Juan Luis González Alcántara Carrancá y el Ministro Presidente Arturo Zaldívar 
Lelo de Larrea.
				
				
				 
				
				
				-----
				
				Nota: Declara 
				la invalidez de artículos de la
				Constitución Política de 
				la Ciudad de México.",24/03/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/252controv_24mar21.doc,8.00252.txt,MX
8.00251,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia 
de la Nación en la Controversia 
Constitucional 30/2018, así como el Voto Aclaratorio formulado por el señor 
Ministro Juan Luis González Alcántara Carrancá y Voto Concurrente del señor 
Ministro José Fernando Franco González Salas.",23/03/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/251controv_23mar21.doc,8.00251.txt,MX
8.00250,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación, en la Controversia Constitucional 83/2017, así como los Votos 
Concurrentes de los señores Ministros Luis María Aguilar Morales y Presidente 
Arturo Zaldívar Lelo de Larrea.
				
				
				 
				
				
				-----
				
				Nota: Declara 
				la invalidez de artículos de la
				Constitución Política de 
				la Ciudad de México.",04/03/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/250controv_04mar21.doc,8.00250.txt,MX
8.00249,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 233/2016, así como el Voto 
Particular formulado por el señor Ministro Juan Luis González Alcántara Carrancá.",01/03/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/249controv_01mar21.doc,8.00249.txt,MX
8.00248,"SENTENCIA dictada por la Primera Sala de la Suprema Corte de Justicia de la 
Nación en la Controversia Constitucional 310/2019, así como el Voto Concurrente 
del señor Ministro Juan Luis González Alcántara Carrancá.",26/02/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/248controv_26feb21.doc,8.00248.txt,MX
8.00247,"SENTENCIA dictada por la Primera Sala de la Suprema Corte de Justicia de 
la Nación en la 
Controversia Constitucional 165/2019.",23/02/2021,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/247controv_23feb21.doc,8.00247.txt,MX
8.00246,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 185/2019, así como el Voto 
Concurrente formulado por la señora Ministra Yasmín Esquivel Mossa.",31/12/2020,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/246controv_31dic20.doc,8.00246.txt,MX
8.00245,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 184/2019, así como el Voto 
Concurrente formulado por la Ministra Yasmín Esquivel Mossa.",30/12/2020,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/245controv_30dic20.doc,8.00245.txt,MX
8.00244,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en su sesión pública del veintiocho de mayo de dos mil veinte, en la 
Controversia Constitucional 183/2019, así como el Voto Concurrente de la señora 
Ministra Yasmín Esquivel Mossa.",29/12/2020,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/244controv_29dic20.doc,8.00244.txt,MX
8.00243,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 182/2019, así como el Voto 
Concurrente formulado por la Ministra Yasmín Esquivel Mossa.",28/12/2020,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/243controv_28dic20.doc,8.00243.txt,MX
8.00242,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia 
de la Nación en la Controversia Constitucional 33/2019.",18/03/2020,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/242controv_18mar20.doc,8.00242.txt,MX
8.00241,"SENTENCIA 
dictada por el Tribunal Pleno de la Suprema Corte 
de Justicia de la Nación en la Controversia Constitucional 112/2018, así como el 
Voto Concurrente formulado por el Ministro Presidente Arturo Zaldívar Lelo de 
Larrea.",24/09/2019,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/241controv_24sep19.doc,8.00241.txt,MX
8.00240,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la Controversia Constitucional 81/2017.
 
				
				
				
				Puntos Resolutivos publicados previamente 
				
				
				DOF 26/06/2019
				
				
				
				 
				
				
				-----
				
				Nota: Declara 
				la invalidez de artículos de la
				Constitución Política de 
				la Ciudad de México.",23/09/2019,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/240controv_23sep19.doc,8.00240.txt,MX
8.00239,"SENTENCIA dictada por la Primera Sala de la Suprema Corte de Justicia de la 
Nación, en la Controversia Constitucional 158/2016.",06/09/2019,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/239controv_06sep19.doc,8.00239.txt,MX
8.00238,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
la Nación en la controversia constitucional 86/2014, así como los Votos 
Concurrentes formulados por los Ministros Eduardo Medina Mora I. y Presidente 
Arturo Zaldívar Lelo de Larrea.",26/06/2019,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/238controv_26jun19.doc,8.00238.txt,MX
8.00237,"SENTENCIA dictada por el Tribunal Pleno de la Suprema Corte de Justicia 
de la Nación en la Controversia Constitucional 82/2016, así como los Votos 
Concurrente formulado por el Ministro Javier Laynez Potisek y Particular por el 
Ministro Luis María Aguilar Morales.",03/05/2019,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/237controv_03may19.doc,8.00237.txt,MX
8.00236,"SENTENCIA 
				dictada por el Tribunal Pleno de la Suprema Corte de Justicia de 
				la Nación en la Controversia Constitucional 150/2016, así como 
				los Votos Concurrentes formulados por los Ministros Presidente 
				Luis María Aguilar Morales y Eduardo Medina Mora I. y Particular 
				formulado por el Ministro Arturo Zaldívar Lelo de Larrea.",16/10/2018,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/236controv_16oct18.doc,8.00236.txt,MX
8.00235,"SENTENCIA dictada por el 
				Tribunal Pleno de la Suprema Corte de Justicia de la Nación en 
				la Controversia Constitucional 121/2017, así como el Voto 
				Concurrente formulado por el Ministro José Fernando Franco 
				González Salas.",15/10/2018,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/235controv_15oct18.doc,8.00235.txt,MX
8.00234,"SENTENCIA dictada por el 
				Tribunal Pleno de la Suprema Corte de Justicia de la Nación en 
				la Controversia Constitucional 67/2016.",12/10/2018,https://www.diputados.gob.mx/LeyesBiblio/compila/controv/234controv_12oct18.doc,8.00234.txt,MX
