Id,file,jurisdiction,last_reform_date,source,text,title
7.00952,7.00952.txt,MX,2024-09-17,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/952inconst_17sep24.doc,7.00952.txt,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 160/2023, ASÍ COMO LOS VOTOS PARTICULARES DE LA SEÑORA MINISTRA PRESIDENTA NORMA LUCÍA PIÑA HERNÁNDEZ Y DEL SEÑOR MINISTRO JAVIER LAYNEZ POTISEK. NUEVA"
7.00951,7.00951.txt,MX,2024-09-13,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/951inconst_13sep24.doc,7.00951.txt,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 226/2023.
7.00950,7.00950.txt,MX,2024-09-12,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/950inconst_12sep24.doc,7.00950.txt,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 60/2022, ASÍ COMO EL VOTO ACLARATORIO DE LA SEÑORA MINISTRA ANA MARGARITA RÍOS FARJAT."
7.00949,7.00949.txt,MX,2024-09-11,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/949inconst_11sep24.doc,7.00949.txt,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 111/2023.
7.00948,7.00948.txt,MX,2024-08-23,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/948inconst_23ago24.doc,7.00948.txt,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 136/2022, ASÍ COMO EL VOTO CONCURRENTE DE LA SEÑORA MINISTRA LENIA BATRES GUADARRAMA."
7.00947,7.00947.txt,MX,2024-08-22,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/947inconst_22ago24.doc,7.00947.txt,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 221/2023.
7.00946,7.00946.txt,MX,2024-08-20,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/946inconst_20ago24.doc,7.00946.txt,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 205/2023, ASÍ COMO LOS VOTOS CONCURRENTE DE LA SEÑORA MINISTRA YASMÍN ESQUIVEL MOSSA Y CONCURRENTE Y PARTICULAR DE LA SEÑORA MINISTRA PRESIDENTA NORMA LUCÍA PIÑA HERNÁNDEZ."
7.00945,7.00945.txt,MX,2024-08-15,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/945inconst_15ago24.doc,7.00945.txt,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 25/2024, ASÍ COMO EL VOTO CONCURRENTE DE LA SEÑORA MINISTRA PRESIDENTA NORMA LUCÍA PIÑA HERNÁNDEZ."
7.00944,7.00944.txt,MX,2024-07-23,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/944inconst_23jul24.doc,7.00944.txt,"SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 183/2020, ASÍ COMO LOS VOTOS PARTICULARES DE LAS SEÑORAS MINISTRAS LORETTA ORTIZ AHLF Y ANA MARGARITA RÍOS FARJAT."
7.00943,7.00943.txt,MX,2024-07-17,https://www.diputados.gob.mx/LeyesBiblio/compila/inconst/943inconst_17jul24.doc,7.00943.txt,SENTENCIA DICTADA POR EL TRIBUNAL PLENO DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN EN LA ACCIÓN DE INCONSTITUCIONALIDAD 39/2023.
